order_id,customer_id,order_date
178,31,2024-03-24
179,23,2024-07-30
180,4,2024-04-01
181,95,2024-06-19
182,53,2024-12-08
183,95,2024-05-07
184,35,2024-03-22
185,90,2024-02-25
186,49,2024-01-20
187,61,2024-04-23
188,26,2024-08-23
189,45,2024-06-05
190,30,2024-04-24
191,4,2024-12-03
192,25,2024-07-23
193,43,2024-05-22
194,9,2024-05-22
195,45,2024-11-24
196,66,2024-07-23
197,87,2024-10-01
198,43,2024-01-15
199,15,2024-05-13
200,23,2024-10-24
201,34,2024-01-20
202,14,2024-11-01
203,56,2024-06-25
204,94,2024-06-09
205,56,2024-11-06
206,66,2024-02-29
207,50,2024-10-22
208,25,2024-05-10
209,6,2024-12-28
210,56,2024-01-01
211,67,2024-10-02
212,88,2024-12-09
213,26,2024-07-05
214,56,2024-02-05
215,86,2024-06-18
216,80,2024-06-09
217,85,2024-03-04
218,93,2024-06-02
219,65,2024-06-07
220,86,2024-07-28
221,42,2024-07-25
222,90,2024-05-31
223,71,2024-03-06
224,25,2024-08-03
225,86,2024-07-13
226,87,2024-03-30
227,79,2024-10-18
228,39,2024-07-26
229,71,2024-01-01
230,39,2024-05-26
231,27,2024-08-08
232,75,2024-11-06
233,84,2024-06-13
234,60,2024-08-14
235,57,2024-12-11
236,28,2024-09-18
237,61,2024-03-27
238,85,2024-02-13
239,37,2024-09-20
240,85,2024-11-20
241,80,2024-06-20
242,12,2024-04-30
243,87,2024-06-07
244,29,2024-04-11
245,19,2024-01-13
246,6,2024-05-05
247,61,2024-11-08
248,99,2024-02-07
249,59,2024-07-31
250,81,2024-10-21
251,25,2024-12-22
252,50,2024-09-10
253,52,2024-05-04
254,19,2024-12-01
255,89,2024-01-03
256,97,2024-02-24
257,100,2024-08-05
258,29,2024-03-31
259,90,2024-09-22
260,60,2024-01-26
261,72,2024-05-07
262,16,2024-08-21
263,18,2024-08-25
264,86,2024-09-28
265,72,2024-10-31
266,41,2024-08-14
267,79,2024-09-15
268,55,2024-10-07
269,58,2024-03-22
270,96,2024-08-31
271,58,2024-05-12
272,97,2024-05-06
273,82,2024-05-21
274,99,2024-09-23
275,63,2024-11-16
276,31,2024-05-20
277,57,2024-02-09
278,92,2024-05-26
279,31,2024-05-19
280,43,2024-06-12
281,70,2024-02-11
282,18,2024-03-18
283,30,2024-07-15
284,89,2024-03-19
285,91,2024-04-19
286,9,2024-07-31
287,53,2024-06-18
288,70,2024-08-26
289,54,2024-02-01
290,27,2024-08-03
291,50,2024-10-26
292,90,2024-01-11
293,98,2024-10-21
294,49,2024-09-01
295,1,2024-06-29
296,39,2024-07-18
297,54,2024-10-02
298,96,2024-10-06
299,78,2024-04-22
300,63,2024-04-22
301,35,2024-08-11
302,63,2024-01-15
303,50,2024-06-21
304,86,2024-12-13
305,52,2024-03-25
306,60,2024-03-06
307,80,2024-09-30
308,4,2024-07-20
309,76,2024-10-15
310,85,2024-01-14
311,11,2024-11-25
312,55,2024-03-10
313,60,2024-04-03
314,7,2024-05-13
315,49,2024-06-16
316,28,2024-08-20
317,42,2024-06-21
318,98,2024-07-13
319,36,2024-08-03
320,33,2024-02-11
321,61,2024-01-10
322,96,2024-10-03
323,7,2024-06-28
324,29,2024-11-28
325,9,2024-11-29
326,6,2024-01-16
327,32,2024-04-12
328,3,2024-11-14
329,20,2024-05-02
330,17,2024-08-30
331,86,2024-02-28
332,73,2024-04-21
333,60,2024-12-24
334,33,2024-07-07
335,22,2024-11-06
336,78,2024-02-28
337,100,2024-03-24
338,40,2024-02-25
339,75,2024-01-14
340,40,2024-10-21
341,87,2024-07-11
342,51,2024-04-11
343,10,2024-10-30
344,89,2024-11-17
345,32,2024-02-22
346,90,2024-06-03
347,88,2024-11-03
348,16,2024-10-16
349,6,2024-06-26
350,69,2024-08-07
351,85,2024-07-08
352,9,2024-09-16
353,83,2024-06-23
354,2,2024-08-03
355,63,2024-02-24
356,56,2024-07-04
357,82,2024-08-23
358,91,2024-03-19
359,56,2024-03-31
360,94,2024-09-24
361,84,2024-05-18
362,79,2024-10-02
363,100,2024-09-04
364,60,2024-08-11
365,94,2024-10-30
366,35,2024-06-14
367,32,2024-02-14
368,36,2024-08-18
369,32,2024-08-25
370,73,2024-11-08
371,86,2024-07-13
372,44,2024-01-15
373,64,2024-06-15
374,24,2024-09-06
375,28,2024-06-30
376,34,2024-06-23
377,36,2024-11-01
378,90,2024-05-21
379,72,2024-01-06
380,67,2024-04-07
381,11,2024-05-03
382,93,2024-07-27
383,63,2024-10-11
384,98,2024-05-03
385,89,2024-08-31
386,83,2024-12-30
387,63,2024-08-17
388,3,2024-02-17
389,38,2024-04-23
390,52,2024-12-20
391,32,2024-06-05
392,85,2024-10-24
393,48,2024-08-30
394,71,2024-09-28
395,45,2024-08-05
396,96,2024-10-08
397,43,2024-06-29
398,90,2024-08-20
399,35,2024-06-05
400,33,2024-04-28
401,16,2024-04-08
402,41,2024-03-02
403,96,2024-10-01
404,98,2024-12-19
405,24,2024-04-08
406,28,2024-09-04
407,36,2024-10-28
408,98,2024-09-25
409,77,2024-05-24
410,13,2024-04-09
411,38,2024-04-26
412,47,2024-04-01
413,39,2024-01-08
414,91,2024-09-30
415,17,2024-05-20
416,6,2024-01-28
417,71,2024-05-29
418,90,2024-03-05
419,82,2024-09-08
420,14,2024-01-07
421,74,2024-05-25
422,61,2024-09-02
423,57,2024-06-23
424,24,2024-01-27
425,33,2024-09-01
426,15,2024-02-03
427,52,2024-09-08
428,10,2024-10-22
429,81,2024-12-17
430,7,2024-03-18
431,20,2024-10-15
432,39,2024-02-13
433,32,2024-03-01
434,72,2024-08-01
435,78,2024-11-01
436,80,2024-04-25
437,100,2024-09-24
438,49,2024-08-18
439,57,2024-06-01
440,76,2024-08-07
441,40,2024-10-18
442,80,2024-01-31
443,79,2024-02-20
444,98,2024-04-16
445,81,2024-04-18
446,34,2024-12-04
447,11,2024-03-21
448,31,2024-03-29
449,71,2024-02-08
450,21,2024-01-02
451,53,2024-08-18
452,89,2024-10-31
453,61,2024-05-29
454,5,2024-04-28
455,37,2024-12-27
456,37,2024-12-25
457,59,2024-02-06
458,88,2024-04-29
459,34,2024-11-16
460,76,2024-12-04
461,26,2024-08-05
462,15,2024-10-05
463,29,2024-11-27
464,20,2024-05-16
465,19,2024-02-06
466,8,2024-03-25
467,40,2024-10-31
468,96,2024-10-18
469,37,2024-08-12
470,16,2024-08-27
471,89,2024-06-04
472,90,2024-07-25
473,35,2024-09-13
474,70,2024-09-09
475,57,2024-02-11
476,77,2024-01-21
477,56,2024-06-14
478,78,2024-05-08
479,4,2024-02-16
480,30,2024-12-11
481,74,2024-10-27
482,3,2024-12-10
483,35,2024-10-22
484,6,2024-03-30
485,61,2024-09-22
486,84,2024-08-14
487,36,2024-04-02
488,75,2024-08-11
489,82,2024-09-08
490,12,2024-08-28
491,45,2024-07-28
492,43,2024-06-13
493,86,2024-02-23
494,21,2024-06-17
495,53,2024-12-21
496,64,2024-05-27
497,85,2024-07-24
498,98,2024-10-08
499,5,2024-08-20
500,12,2024-06-10
501,33,2024-06-14
502,15,2024-07-25
503,66,2024-01-01
504,85,2024-10-04
505,60,2024-07-30
506,7,2024-04-06
507,67,2024-07-04
508,80,2024-09-12
509,81,2024-08-14
510,98,2024-01-27
511,27,2024-05-16
512,71,2024-03-08
513,37,2024-08-12
514,90,2024-09-05
515,16,2024-01-15
516,81,2024-11-07
517,31,2024-12-29
518,21,2024-06-08
519,71,2024-01-08
520,71,2024-07-27
521,12,2024-04-25
522,15,2024-08-24
523,16,2024-11-27
524,20,2024-09-12
525,92,2024-05-29
526,66,2024-12-27
527,35,2024-07-31
528,62,2024-08-29
529,32,2024-08-21
530,71,2024-03-15
531,50,2024-04-07
532,77,2024-09-17
533,96,2024-03-10
534,9,2024-05-21
535,99,2024-07-31
536,44,2024-09-16
537,35,2024-01-02
538,37,2024-06-01
539,76,2024-10-23
540,85,2024-09-07
541,20,2024-08-16
542,69,2024-09-04
543,45,2024-06-19
544,71,2024-10-05
545,49,2024-08-21
546,42,2024-04-06
547,90,2024-05-02
548,74,2024-07-15
549,30,2024-07-29
550,6,2024-06-11
551,96,2024-08-30
552,91,2024-07-14
553,50,2024-12-05
554,84,2024-03-18
555,64,2024-01-19
556,17,2024-09-14
557,76,2024-06-18
558,13,2024-08-13
559,13,2024-09-26
560,59,2024-01-08
561,93,2024-03-14
562,53,2024-12-01
563,20,2024-02-08
564,61,2024-05-15
565,44,2024-11-15
566,89,2024-07-22
567,84,2024-02-11
568,43,2024-12-11
569,69,2024-07-13
570,41,2024-11-16
571,92,2024-09-06
572,70,2024-01-19
573,80,2024-02-05
574,31,2024-11-19
575,88,2024-05-27
576,30,2024-02-16
577,56,2024-02-20
578,98,2024-11-20
579,91,2024-02-21
580,57,2024-03-26
581,89,2024-06-02
582,4,2024-01-24
583,42,2024-01-29
584,38,2024-07-02
585,48,2024-08-08
586,19,2024-05-05
587,68,2024-07-29
588,73,2024-12-15
589,24,2024-03-28
590,23,2024-02-10
591,79,2024-07-14
592,80,2024-12-15
593,31,2024-09-11
594,75,2024-03-14
595,30,2024-08-24
596,82,2024-05-10
597,59,2024-05-10
598,86,2024-01-05
599,60,2024-05-27
600,87,2024-10-06
601,21,2024-02-07
602,57,2024-06-25
603,76,2024-06-02
604,82,2024-08-05
605,89,2024-05-08
606,59,2024-06-03
607,26,2024-07-15
608,62,2024-02-24
609,31,2024-07-14
610,74,2024-07-02
611,74,2024-05-31
612,90,2024-05-31
613,3,2024-12-03
614,51,2024-05-20
615,2,2024-10-16
616,88,2024-01-26
617,78,2024-09-11
618,37,2024-04-27
619,78,2024-06-29
620,29,2024-11-21
621,25,2024-11-13
622,33,2024-12-13
623,97,2024-12-03
624,88,2024-03-11
625,81,2024-02-19
626,81,2024-11-26
627,6,2024-06-07
628,57,2024-01-18
629,75,2024-07-05
630,94,2024-03-08
631,12,2024-05-31
632,42,2024-07-31
633,23,2024-04-12
634,17,2024-10-03
635,47,2024-09-28
636,65,2024-05-19
637,22,2024-05-11
638,62,2024-05-31
639,96,2024-06-22
640,15,2024-08-27
641,10,2024-03-13
642,97,2024-04-25
643,87,2024-12-11
644,51,2024-10-12
645,47,2024-02-16
646,51,2024-01-08
647,34,2024-10-01
648,16,2024-08-20
649,48,2024-12-10
650,96,2024-12-10
651,34,2024-10-26
652,49,2024-11-22
653,48,2024-02-25
654,87,2024-04-29
655,61,2024-01-13
656,80,2024-10-14
657,42,2024-11-08
658,29,2024-11-27
659,9,2024-11-21
660,60,2024-12-24
661,39,2024-11-28
662,53,2024-02-29
663,18,2024-01-24
664,5,2024-06-04
665,64,2024-02-29
666,13,2024-04-30
667,69,2024-03-10
668,50,2024-08-20
669,48,2024-12-09
670,96,2024-12-22
671,70,2024-08-02
672,76,2024-03-20
673,54,2024-12-01
674,13,2024-09-07
675,79,2024-07-27
676,36,2024-01-17
677,89,2024-07-08
678,28,2024-08-15
679,57,2024-04-30
680,47,2024-02-20
681,88,2024-07-07
682,70,2024-11-26
683,46,2024-02-01
684,51,2024-05-21
685,25,2024-03-03
686,59,2024-02-16
687,85,2024-04-18
688,83,2024-11-23
689,77,2024-01-11
690,7,2024-06-19
691,32,2024-03-05
692,73,2024-04-15
693,9,2024-10-10
694,27,2024-10-27
695,28,2024-04-29
696,43,2024-03-16
697,77,2024-01-02
698,36,2024-03-15
699,17,2024-10-03
700,33,2024-03-30
701,15,2024-12-04
702,4,2024-03-08
703,2,2024-07-02
704,31,2024-10-28
705,42,2024-01-09
706,23,2024-05-15
707,7,2024-03-05
708,95,2024-08-03
709,68,2024-02-28
710,96,2024-02-02
711,61,2024-08-17
712,100,2024-07-04
713,66,2024-10-30
714,14,2024-08-19
715,65,2024-04-23
716,79,2024-01-23
717,94,2024-12-03
718,67,2024-06-03
719,59,2024-11-25
720,4,2024-02-01
721,62,2024-07-24
722,55,2024-12-17
723,14,2024-09-08
724,92,2024-08-15
725,10,2024-02-11
726,42,2024-11-07
727,19,2024-02-03
728,17,2024-05-20
729,80,2024-11-20
730,75,2024-10-07
731,92,2024-06-15
732,49,2024-11-01
733,68,2024-05-30
734,59,2024-09-15
735,78,2024-08-08
736,13,2024-12-25
737,15,2024-12-01
738,84,2024-10-09
739,93,2024-04-20
740,56,2024-08-19
741,30,2024-07-30
742,44,2024-08-20
743,52,2024-07-31
744,94,2024-02-18
745,41,2024-08-06
746,41,2024-12-06
747,33,2024-07-10
748,20,2024-12-17
749,61,2024-02-04
750,12,2024-02-13
751,12,2024-08-09
752,13,2024-07-09
753,17,2024-10-11
754,8,2024-10-27
755,72,2024-10-14
756,43,2024-12-09
757,16,2024-07-29
758,46,2024-12-06
759,97,2024-08-04
760,93,2024-01-27
761,37,2024-11-03
762,40,2024-06-29
763,14,2024-10-22
764,65,2024-04-18
765,20,2024-12-02
766,62,2024-04-24
767,14,2024-06-28
768,72,2024-07-07
769,15,2024-05-22
770,74,2024-04-25
771,55,2024-10-14
772,99,2024-11-14
773,79,2024-12-11
774,83,2024-10-12
775,4,2024-11-07
776,85,2024-12-21
777,35,2024-01-15
778,24,2024-05-19
779,90,2024-06-07
780,44,2024-06-28
781,1,2024-04-02
782,19,2024-10-16
783,85,2024-07-24
784,9,2024-03-13
785,95,2024-11-20
786,4,2024-02-16
787,96,2024-09-28
788,28,2024-07-11
789,54,2024-08-20
790,44,2024-03-21
791,48,2024-06-08
792,93,2024-06-15
793,100,2024-10-17
794,77,2024-02-13
795,7,2024-03-20
796,21,2024-11-12
797,7,2024-12-11
798,11,2024-05-19
799,57,2024-12-04
800,55,2024-09-05
801,78,2024-08-14
802,54,2024-05-19
803,28,2024-09-19
804,15,2024-06-25
805,56,2024-02-26
806,37,2024-12-13
807,87,2024-10-30
808,63,2024-09-26
809,86,2024-06-06
810,6,2024-04-22
811,51,2024-11-02
812,8,2024-01-04
813,27,2024-06-03
814,28,2024-03-11
815,98,2024-05-10
816,38,2024-06-16
817,16,2024-01-04
818,64,2024-08-08
819,23,2024-03-07
820,49,2024-09-29
821,91,2024-04-27
822,65,2024-10-13
823,86,2024-06-30
824,10,2024-07-22
825,95,2024-01-22
826,56,2024-01-10
827,59,2024-02-09
828,41,2024-10-21
829,55,2024-10-20
830,52,2024-12-29
831,82,2024-08-01
832,38,2024-02-28
833,52,2024-01-11
834,42,2024-03-28
835,80,2024-08-23
836,89,2024-07-04
837,12,2024-08-11
838,14,2024-05-04
839,56,2024-10-28
840,52,2024-09-25
841,11,2024-07-21
842,40,2024-06-22
843,29,2024-06-19
844,100,2024-03-27
845,10,2024-09-18
846,82,2024-02-28
847,68,2024-09-18
848,25,2024-06-27
849,45,2024-11-26
850,19,2024-04-30
851,14,2024-03-15
852,33,2024-04-11
853,23,2024-11-04
854,20,2024-12-01
855,10,2024-03-31
856,99,2024-11-17
857,64,2024-08-25
858,97,2024-10-15
859,98,2024-10-23
860,58,2024-12-14
861,73,2024-11-25
862,82,2024-11-15
863,42,2024-11-17
864,41,2024-03-18
865,57,2024-02-04
866,61,2024-08-14
867,81,2024-06-04
868,36,2024-10-29
869,8,2024-06-29
870,65,2024-02-07
871,40,2024-08-24
872,58,2024-01-20
873,8,2024-07-07
874,37,2024-02-09
875,83,2024-02-16
876,79,2024-10-31
877,65,2024-07-15
878,60,2024-10-24
879,71,2024-01-22
880,58,2024-10-19
881,84,2024-04-06
882,42,2024-11-05
883,61,2024-09-13
884,20,2024-02-01
885,58,2024-02-22
886,44,2024-12-31
887,11,2024-09-15
888,83,2024-03-29
889,6,2024-05-06
890,91,2024-08-12
891,57,2024-09-25
892,67,2024-11-08
893,21,2024-07-05
894,48,2024-05-24
895,50,2024-07-28
896,100,2024-06-22
897,87,2024-11-02
898,7,2024-11-19
899,83,2024-06-20
900,9,2024-06-17
901,13,2024-10-12
902,87,2024-07-16
903,37,2024-05-09
904,93,2024-12-02
905,78,2024-03-17
906,43,2024-02-11
907,75,2024-12-05
908,19,2024-06-28
909,40,2024-12-01
910,90,2024-12-05
911,51,2024-03-07
912,77,2024-12-28
913,11,2024-06-07
914,72,2024-07-11
915,83,2024-06-17
916,17,2024-12-09
917,90,2024-12-16
918,68,2024-02-17
919,83,2024-12-09
920,55,2024-09-17
921,47,2024-01-10
922,47,2024-06-07
923,24,2024-04-19
924,44,2024-09-05
925,25,2024-04-25
926,18,2024-03-20
927,10,2024-05-31
928,13,2024-09-16
929,99,2024-10-03
930,95,2024-09-26
931,5,2024-12-04
932,44,2024-11-12
933,17,2024-11-01
934,49,2024-03-19
935,21,2024-04-02
936,89,2024-11-15
937,22,2024-08-12
938,6,2024-07-29
939,47,2024-12-12
940,93,2024-05-01
941,57,2024-11-08
942,37,2024-08-17
943,30,2024-09-30
944,31,2024-06-07
945,61,2024-04-09
946,48,2024-12-13
947,74,2024-08-13
948,60,2024-05-24
949,100,2024-07-14
950,65,2024-09-27
951,54,2024-03-23
952,26,2024-11-05
953,18,2024-05-08
954,7,2024-11-24
955,62,2024-07-09
956,71,2024-02-22
957,92,2024-09-21
958,16,2024-05-25
959,11,2024-03-23
960,35,2024-08-18
961,66,2024-03-16
962,56,2024-02-16
963,29,2024-08-18
964,45,2024-01-14
965,54,2024-01-28
966,51,2024-09-14
967,48,2024-04-30
968,50,2024-02-11
969,48,2024-04-24
970,4,2024-06-12
971,13,2024-12-31
972,84,2024-06-20
973,19,2024-03-11
974,5,2024-05-26
975,61,2024-12-22
976,18,2024-12-27
977,61,2024-08-17
978,79,2024-01-03
979,11,2024-01-10
980,33,2024-04-20
981,20,2024-10-07
982,94,2024-11-07
983,68,2024-08-04
984,15,2024-05-27
985,31,2024-06-03
986,16,2024-01-25
987,31,2024-08-02
988,82,2024-11-14
989,59,2024-02-02
990,15,2024-09-12
991,77,2024-10-01
992,3,2024-11-19
993,66,2024-10-21
994,31,2024-03-14
995,38,2024-08-07
996,1,2024-11-10
997,46,2024-05-03
998,74,2024-08-01
999,24,2024-12-06
1000,86,2024-02-13
