order_item_id,order_id,product_id,quantity
661,270,9,4
662,271,11,2
663,271,15,1
664,271,9,2
665,272,19,2
666,272,4,1
667,273,15,3
668,273,20,4
669,274,18,3
670,275,15,4
671,275,10,3
672,276,3,2
673,277,20,3
674,277,2,2
675,277,7,1
676,278,12,5
677,278,13,1
678,279,9,4
679,279,6,4
680,279,1,5
681,280,4,1
682,280,15,2
683,281,1,1
684,282,5,4
685,282,7,3
686,283,19,5
687,284,3,2
688,284,1,4
689,284,20,2
690,285,11,1
691,286,15,1
692,287,19,4
693,287,14,4
694,288,13,4
695,289,12,2
696,289,7,3
697,290,15,5
698,290,5,5
699,290,2,5
700,291,10,4
701,291,16,5
702,292,2,2
703,292,3,4
704,292,9,2
705,292,13,5
706,293,18,4
707,293,1,3
708,294,18,3
709,294,16,4
710,294,12,3
711,294,17,2
712,295,11,5
713,296,1,1
714,296,9,4
715,297,19,1
716,297,8,2
717,297,6,2
718,298,18,5
719,298,2,4
720,298,8,3
721,299,6,5
722,299,8,3
723,300,19,5
724,300,1,5
725,300,12,2
726,301,16,3
727,301,18,2
728,302,2,5
729,302,3,2
730,302,20,1
731,302,8,5
732,303,1,3
733,303,11,2
734,303,7,3
735,303,5,1
736,304,5,5
737,305,4,3
738,305,17,1
739,306,13,3
740,306,19,3
741,306,4,3
742,307,6,4
743,307,14,3
744,308,18,2
745,308,12,5
746,309,13,3
747,309,10,2
748,310,1,4
749,310,19,5
750,311,6,5
751,312,20,4
752,312,8,2
753,312,4,3
754,313,8,3
755,314,6,4
756,314,3,1
757,314,11,3
758,315,8,3
759,315,3,3
760,316,1,1
761,317,15,4
762,317,14,4
763,317,6,3
764,317,19,5
765,318,4,4
766,318,16,1
767,318,8,1
768,318,6,3
769,319,11,3
770,320,3,3
771,321,13,1
772,321,6,5
773,322,11,5
774,323,1,2
775,323,14,1
776,323,6,1
777,323,19,3
778,324,7,5
779,324,14,5
780,325,10,1
781,325,20,1
782,325,8,4
783,326,5,4
784,326,2,1
785,326,12,3
786,326,1,5
787,327,7,2
788,327,4,3
789,327,1,1
790,327,20,4
791,328,10,4
792,329,16,2
793,329,9,3
794,329,3,4
795,329,13,3
796,330,15,3
797,330,2,4
798,331,9,2
799,331,8,1
800,331,20,1
801,331,2,3
802,332,19,4
803,332,8,5
804,332,18,4
805,332,2,5
806,333,19,1
807,333,8,4
808,333,16,1
809,333,10,5
810,334,4,2
811,334,15,2
812,335,7,1
813,335,5,4
814,336,14,2
815,337,20,3
816,337,9,1
817,338,13,5
818,339,18,4
819,339,11,1
820,339,9,5
821,339,17,5
822,340,4,5
823,340,14,5
824,340,5,5
825,340,18,1
826,341,19,1
827,342,18,3
828,342,12,4
829,342,14,4
830,343,2,2
831,343,6,5
832,343,9,5
833,343,13,4
834,344,13,3
835,345,2,3
836,345,16,3
837,346,11,3
838,347,9,2
839,347,16,2
840,347,4,3
841,348,11,2
842,348,9,4
843,348,14,2
844,348,3,4
845,349,17,2
846,349,12,1
847,349,2,3
848,349,20,5
849,350,5,2
850,350,17,2
851,350,1,1
852,350,6,2
853,351,15,1
854,352,7,4
855,352,9,5
856,352,12,4
857,353,1,2
858,354,16,4
859,354,15,5
860,354,6,5
861,355,12,1
862,355,6,3
863,355,9,1
864,356,2,2
865,356,6,2
866,356,7,3
867,356,8,4
868,357,1,4
869,358,6,2
870,358,1,3
871,359,9,3
872,359,14,4
873,359,13,3
874,360,15,5
875,360,10,5
876,361,19,3
877,361,4,5
878,361,1,5
879,361,17,5
880,362,10,1
881,362,4,3
882,362,16,3
883,363,9,2
884,363,20,2
885,363,10,5
886,364,2,3
887,364,13,2
888,365,16,3
889,366,14,1
890,366,13,5
891,366,19,5
892,367,11,5
893,367,8,4
894,368,17,5
895,368,10,2
896,368,6,3
897,369,16,2
898,370,18,1
899,370,6,2
900,370,11,3
901,371,10,3
902,371,14,3
903,372,19,1
904,372,10,4
905,372,15,1
906,373,16,2
907,374,13,5
908,375,14,2
909,375,2,2
910,375,5,3
911,376,19,2
912,376,15,1
913,376,5,4
914,376,11,3
915,377,11,1
916,377,2,4
917,378,7,4
918,378,6,1
919,378,19,2
920,379,14,4
921,379,13,1
922,379,20,1
923,379,16,5
924,380,12,3
925,380,1,5
926,381,1,2
927,381,20,2
928,382,10,4
929,382,5,5
930,382,4,5
931,383,6,3
932,383,3,3
933,383,2,4
934,384,14,4
935,384,5,3
936,384,11,2
937,385,13,2
938,385,1,2
939,386,7,5
940,386,1,5
941,387,4,1
942,387,12,4
943,388,18,1
944,388,2,1
945,388,19,1
946,389,14,4
947,390,4,2
948,390,18,2
949,390,9,1
950,390,16,3
951,391,4,4
952,391,17,1
953,391,9,5
954,391,5,5
955,392,10,1
956,393,16,2
957,394,9,2
958,394,17,3
959,395,10,2
960,395,6,4
961,395,2,3
962,395,16,2
963,396,1,1
964,397,19,4
965,398,3,1
966,398,17,1
967,399,8,3
968,399,15,4
969,399,10,1
970,400,6,1
971,401,12,1
972,401,11,1
973,401,14,1
974,402,5,2
975,403,12,1
976,403,15,3
977,403,9,3
978,404,4,4
979,404,13,4
980,405,13,2
981,405,16,1
982,405,14,2
983,406,6,1
984,407,19,5
985,407,16,4
986,407,15,3
987,407,6,5
988,408,5,4
989,409,4,1
990,409,14,3
991,409,15,3
992,409,2,1
993,410,11,5
994,410,17,5
995,411,14,2
996,412,12,1
997,412,13,2
998,412,5,5
999,412,2,4
1000,413,6,2
1001,413,3,3
1002,413,16,3
1003,413,11,1
1004,414,18,4
1005,414,13,2
1006,415,15,4
1007,416,3,1
1008,416,16,4
1009,416,15,1
1010,416,11,1
1011,417,14,1
1012,417,2,5
1013,417,18,5
1014,417,1,3
1015,418,15,3
1016,418,11,1
1017,419,15,5
1018,419,11,5
1019,420,12,2
1020,420,15,1
1021,420,4,3
1022,420,18,3
1023,421,18,1
1024,421,17,1
1025,421,12,2
1026,422,5,5
1027,422,14,2
1028,422,4,2
1029,422,9,1
1030,423,7,1
1031,423,15,4
1032,423,20,1
1033,423,11,5
1034,424,15,4
1035,425,16,5
1036,425,1,1
1037,426,19,5
1038,426,16,2
1039,426,17,2
1040,426,6,1
1041,427,20,4
1042,427,11,5
1043,427,17,2
1044,427,13,3
1045,428,11,2
1046,428,10,4
1047,428,15,5
1048,428,5,5
1049,429,18,2
1050,429,11,2
1051,429,20,2
1052,430,12,5
1053,430,5,5
1054,430,6,3
1055,431,12,5
1056,432,19,4
1057,432,20,1
1058,432,14,5
1059,432,10,1
1060,433,13,2
1061,434,2,2
1062,435,6,2
1063,435,10,1
1064,435,9,3
1065,436,18,3
1066,436,2,4
1067,437,20,5
1068,438,18,2
1069,438,13,5
1070,439,2,4
1071,439,13,3
1072,439,19,5
1073,440,1,3
1074,441,20,2
1075,441,15,3
1076,442,7,4
1077,442,10,2
1078,443,6,2
1079,444,13,1
1080,445,9,2
1081,445,18,5
1082,445,20,3
1083,445,5,1
1084,446,15,2
1085,446,5,3
1086,446,2,5
1087,447,20,3
1088,448,19,3
1089,448,18,5
1090,448,12,2
1091,448,3,2
1092,449,17,2
1093,450,18,3
1094,450,20,2
1095,450,13,2
1096,450,3,3
1097,451,12,5
1098,451,10,5
1099,451,7,4
1100,452,4,3
1101,453,8,4
1102,453,20,1
1103,453,2,4
1104,453,11,3
1105,454,1,5
1106,454,17,5
1107,454,12,4
1108,455,2,5
1109,455,10,1
1110,455,7,1
1111,455,11,2
1112,456,3,2
1113,457,14,2
1114,457,4,5
1115,458,3,3
1116,458,5,1
1117,458,1,1
1118,458,15,1
1119,459,6,3
1120,460,19,2
1121,461,14,4
1122,461,13,4
1123,461,15,3
1124,462,13,1
1125,463,20,1
1126,464,3,3
1127,465,10,3
1128,466,10,4
1129,467,13,5
1130,467,1,2
1131,467,16,2
1132,467,6,4
1133,468,5,1
1134,468,10,5
1135,468,12,5
1136,469,4,1
1137,469,2,5
1138,470,18,2
1139,470,20,3
1140,470,3,2
1141,470,10,4
1142,471,6,2
1143,471,20,5
1144,472,7,5
1145,472,4,1
1146,472,6,5
1147,473,18,3
1148,473,3,1
1149,473,10,2
1150,473,19,5
1151,474,11,1
1152,474,12,3
1153,474,5,5
1154,474,8,1
1155,475,11,4
1156,475,16,3
1157,476,19,3
1158,476,5,4
1159,476,12,2
1160,477,11,2
1161,478,14,3
1162,478,9,2
1163,479,16,3
1164,479,15,3
1165,479,19,4
1166,480,6,5
1167,481,9,2
1168,482,9,1
1169,482,3,1
1170,483,19,5
1171,484,19,5
1172,484,7,5
1173,484,2,4
1174,484,9,2
1175,485,13,2
1176,485,8,4
1177,485,10,5
1178,486,13,3
1179,487,8,5
1180,488,17,4
1181,488,5,2
1182,489,19,2
1183,489,20,4
1184,490,2,2
1185,490,8,1
1186,490,16,3
1187,491,8,5
1188,491,2,3
1189,491,7,4
1190,492,15,1
1191,492,2,5
1192,492,19,3
1193,492,11,3
1194,493,13,3
1195,493,20,5
1196,494,17,3
1197,495,8,3
1198,495,17,4
1199,495,13,4
1200,495,12,5
1201,496,17,2
1202,497,6,3
1203,497,8,2
1204,497,3,2
1205,497,17,2
1206,498,12,2
1207,498,4,4
1208,499,4,4
1209,499,16,2
1210,499,19,5
1211,500,14,2
1212,500,1,1
1213,501,19,2
1214,501,20,2
1215,502,19,2
1216,503,6,3
1217,504,17,5
1218,504,13,5
1219,505,10,1
1220,506,15,4
1221,506,16,2
1222,507,14,5
1223,507,5,2
1224,508,6,5
1225,508,11,5
1226,508,15,1
1227,509,13,2
1228,509,20,1
1229,510,7,5
1230,511,5,5
1231,511,4,5
1232,511,6,1
1233,511,16,5
1234,512,3,4
1235,513,20,1
1236,513,18,4
1237,514,12,2
1238,514,2,4
1239,514,17,4
1240,514,14,3
1241,515,14,2
1242,516,16,3
1243,516,8,5
1244,516,3,5
1245,517,9,5
1246,517,7,5
1247,517,1,1
1248,517,18,5
1249,518,13,2
1250,519,14,2
1251,519,12,4
1252,519,4,5
1253,520,9,5
1254,520,18,3
1255,520,14,5
1256,521,13,5
1257,521,7,5
1258,521,14,4
1259,522,12,5
1260,522,18,4
1261,523,10,4
1262,523,19,2
1263,523,12,1
1264,524,15,1
1265,524,6,2
1266,525,11,4
1267,525,18,1
1268,525,2,1
1269,525,6,2
1270,526,20,3
1271,526,14,2
1272,526,3,3
1273,526,18,1
1274,527,13,4
1275,528,20,4
1276,528,2,4
1277,528,6,1
1278,529,17,2
1279,529,10,1
1280,530,20,1
1281,530,6,3
1282,531,1,1
1283,531,6,3
1284,532,12,5
1285,532,13,1
1286,532,19,1
1287,532,7,1
1288,533,18,3
1289,533,19,3
1290,533,12,2
1291,534,15,5
1292,534,13,1
1293,535,6,1
1294,535,14,5
1295,535,17,1
1296,536,11,3
1297,536,4,5
1298,536,17,5
1299,537,15,2
1300,537,13,3
1301,537,16,4
1302,538,19,3
1303,538,1,1
1304,538,16,4
1305,538,4,2
1306,539,11,3
1307,539,14,5
1308,540,9,2
1309,541,3,1
1310,541,13,5
1311,541,11,2
1312,542,11,2
1313,542,12,2
1314,542,7,4
1315,542,9,2
1316,543,8,2
1317,543,9,2
1318,544,8,2
1319,544,12,1
1320,545,3,4
1321,546,18,1
1322,547,12,4
1323,547,11,2
1324,547,16,5
1325,547,9,3
1326,548,8,5
1327,548,19,4
1328,548,5,4
1329,548,2,5
1330,549,17,3
1331,550,6,4
1332,550,15,3
1333,550,4,1
1334,550,17,1
1335,551,13,1
1336,551,19,3
1337,552,20,5
1338,552,9,3
1339,552,6,2
1340,553,16,2
1341,553,11,4
1342,553,12,4
1343,554,14,3
1344,554,12,4
1345,555,15,5
1346,555,6,2
1347,555,5,1
1348,556,8,4
1349,556,18,2
1350,556,14,2
1351,557,16,2
1352,557,1,4
1353,558,5,4
1354,558,17,3
1355,558,18,3
1356,558,11,5
1357,559,13,1
1358,560,2,3
1359,560,7,4
1360,561,15,3
1361,562,12,5
1362,562,20,3
1363,562,18,3
1364,563,14,1
1365,564,20,2
1366,564,7,3
1367,564,18,3
1368,565,17,1
1369,565,16,4
1370,565,15,5
1371,566,15,3
1372,566,5,4
1373,566,6,5
1374,567,3,2
1375,567,20,3
1376,567,6,3
1377,567,11,3
1378,568,20,4
1379,568,13,3
1380,568,9,5
1381,569,14,2
1382,569,6,2
1383,569,19,3
1384,569,1,1
1385,570,6,1
1386,570,13,1
1387,571,16,5
1388,572,1,4
1389,573,4,3
1390,574,3,3
1391,574,13,2
1392,575,10,2
1393,575,15,2
1394,576,1,3
1395,576,2,3
1396,577,15,2
1397,577,18,5
1398,577,9,2
1399,577,20,5
1400,578,19,3
1401,578,14,4
1402,578,17,5
1403,578,10,2
1404,579,15,3
1405,580,14,3
1406,580,9,1
1407,580,5,1
1408,581,12,4
1409,581,10,5
1410,582,16,4
1411,583,1,5
1412,583,14,2
1413,583,10,1
1414,584,7,4
1415,584,14,4
1416,584,18,2
1417,585,13,2
1418,585,20,3
1419,586,14,2
1420,587,10,4
1421,587,18,2
1422,587,9,1
1423,588,5,1
1424,588,10,4
1425,589,9,1
1426,589,16,2
1427,589,7,1
1428,589,11,5
1429,590,6,1
1430,591,9,1
1431,591,5,2
1432,591,15,1
1433,592,1,2
1434,592,16,3
1435,593,10,1
1436,593,16,3
1437,593,12,1
1438,593,15,2
1439,594,9,4
1440,595,18,4
1441,596,7,4
1442,596,9,1
1443,597,8,4
1444,598,8,1
1445,598,2,5
1446,598,7,2
1447,598,15,4
1448,599,10,5
1449,599,11,5
1450,599,6,1
1451,599,2,3
1452,600,10,2
1453,600,7,1
1454,600,12,2
1455,600,2,4
1456,601,1,5
1457,601,6,1
1458,601,9,4
1459,602,1,5
1460,602,2,4
1461,603,12,2
1462,603,3,2
1463,604,3,3
1464,604,11,2
1465,604,2,5
1466,604,18,1
1467,605,16,3
1468,605,8,5
1469,606,15,4
1470,606,7,3
1471,606,1,2
1472,607,2,5
1473,607,16,3
1474,607,15,5
1475,608,7,3
1476,608,19,4
1477,608,6,3
1478,608,12,5
1479,609,3,2
1480,609,17,4
1481,610,9,4
1482,610,18,1
1483,610,12,5
1484,611,6,3
1485,611,1,1
1486,611,12,5
1487,611,8,4
1488,612,17,5
1489,612,16,2
1490,613,11,1
1491,613,14,1
1492,613,20,5
1493,614,2,2
1494,615,2,1
1495,615,7,4
1496,616,4,5
1497,616,2,4
1498,617,17,3
1499,617,19,2
1500,617,9,5
1501,617,2,1
1502,618,7,4
1503,619,15,1
1504,620,18,1
1505,620,14,5
1506,620,12,3
1507,621,3,3
1508,622,7,5
1509,623,4,2
1510,624,7,5
1511,624,20,2
1512,624,17,5
1513,624,8,5
1514,625,4,4
1515,625,19,1
1516,625,12,2
1517,625,15,2
1518,626,17,3
1519,626,11,3
1520,626,6,5
1521,626,15,3
1522,627,14,5
1523,627,20,2
1524,627,11,5
1525,628,13,3
1526,628,18,3
1527,629,15,3
1528,629,13,5
1529,629,1,1
1530,629,2,5
1531,630,10,3
1532,630,1,2
1533,631,11,3
1534,631,1,5
1535,632,4,4
1536,632,2,3
1537,633,5,3
1538,633,9,5
1539,634,8,3
1540,634,9,1
1541,635,19,4
1542,635,7,2
1543,635,3,4
1544,635,11,5
1545,636,20,3
1546,637,19,4
1547,638,2,3
1548,639,14,2
1549,639,20,5
1550,639,4,1
1551,640,2,3
1552,640,10,5
1553,640,17,5
1554,640,20,2
1555,641,17,1
1556,641,8,4
1557,641,5,4
1558,642,8,4
1559,643,13,3
1560,643,5,1
1561,643,19,4
1562,644,18,4
1563,645,3,4
1564,645,13,2
1565,645,17,2
1566,646,18,5
1567,646,7,2
1568,646,16,5
1569,646,13,5
1570,647,8,3
1571,647,3,4
1572,648,19,4
1573,648,3,4
1574,648,4,3
1575,649,7,5
1576,649,11,1
1577,649,12,3
1578,650,12,5
1579,650,15,2
1580,651,2,2
1581,651,8,1
1582,651,7,1
1583,651,12,1
1584,652,20,3
1585,652,5,1
1586,653,4,4
1587,653,10,1
1588,653,15,3
1589,654,18,2
1590,654,7,5
1591,655,18,1
1592,655,16,4
1593,655,5,5
1594,656,9,2
1595,657,10,2
1596,658,2,1
1597,658,15,4
1598,658,1,3
1599,659,4,4
1600,659,1,2
1601,659,10,4
1602,660,11,4
1603,661,6,2
1604,662,18,5
1605,662,1,3
1606,662,2,3
1607,662,8,4
1608,663,6,3
1609,663,1,3
1610,663,12,2
1611,663,18,5
1612,664,2,1
1613,664,9,5
1614,664,13,3
1615,665,5,4
1616,665,11,2
1617,666,13,5
1618,667,14,5
1619,667,8,2
1620,668,10,2
1621,668,11,2
1622,668,15,5
1623,668,5,5
1624,669,5,5
1625,669,10,2
1626,670,5,1
1627,670,19,5
1628,670,6,5
1629,670,11,1
1630,671,11,1
1631,671,5,3
1632,672,14,2
1633,672,10,2
1634,672,15,1
1635,672,9,2
1636,673,1,5
1637,673,9,5
1638,674,20,2
1639,674,8,1
1640,675,3,5
1641,675,16,5
1642,675,5,4
1643,676,6,4
1644,676,13,2
1645,676,16,2
1646,677,8,4
1647,677,2,1
1648,678,14,2
1649,678,8,1
1650,678,7,2
1651,679,20,2
1652,679,16,4
1653,679,11,4
1654,679,15,1
1655,680,11,1
1656,680,13,5
1657,680,18,1
1658,680,17,4
1659,681,2,1
1660,681,8,5
1661,681,17,4
1662,681,13,5
